est_type,1,2,3,4,5
Manufacturer,0.024390243902439025,0.0,0.07317073170731707,0.07317073170731707,0.8292682926829268
Supplier,0.053763440860215055,0.043010752688172046,0.021505376344086023,0.1827956989247312,0.6989247311827957
Retailer,0.0830945558739255,0.05157593123209169,0.15759312320916904,0.1977077363896848,0.5100286532951289
E-commerce,0.0,0.0,0.0,0.0,1.0
